MiningPower,NON,Height,Onchain,Orphan,AttackSuccess,BuildTime
0.030,3000,250,18,8,1,4
0.030,6000,30,6,5,1,1
0.030,6000,50,5,3,1,13
0.030,6000,100,7,3,1,916
0.030,6000,200,15,3,1,975
0.030,6000,250,15,4,1,1
0.030,8000,30,4,2,1,1
0.030,8000,50,5,2,1,1
0.030,8000,100,7,5,1,1
0.030,8000,200,9,3,1,1
0.030,8000,250,15,5,1,2
0.030,8050,30,5,3,1,3
0.030,8050,50,7,2,1,4
0.030,8050,100,9,3,1,2
0.030,8050,200,11,3,1,4
0.030,8050,250,15,2,1,7
0.070,300,30,3,3,0,13
0.070,300,50,9,7,1,14
0.070,300,100,16,2,1,6
0.070,300,200,25,3,1,10
0.070,300,250,18,5,1,19
0.070,1000,30,6,2,1,30
0.070,1000,50,8,5,1,44
0.070,1000,100,16,3,1,9
0.070,1000,200,19,3,1,16
0.070,1000,250,17,2,1,25
0.070,3000,30,6,3,1,55
0.070,3000,50,7,3,1,1
0.070,3000,100,14,3,1,9
0.070,3000,200,27,3,1,9
0.070,3000,250,21,6,1,14
0.070,6000,30,7,5,1,28
0.070,6000,50,6,3,1,57
0.070,6000,100,10,6,1,1
0.070,6000,200,21,3,1,8
0.070,6000,250,26,3,1,797
0.070,8000,30,6,2,1,843
0.070,8000,50,6,2,1,1
0.070,8000,100,12,3,1,1
0.070,8000,200,18,2,1,1
0.070,8000,250,17,2,1,1
0.070,8050,30,5,3,1,1
0.070,8050,50,9,3,1,2
0.070,8050,100,13,2,1,3
0.070,8050,200,21,2,1,4
0.070,8050,250,19,2,1,2
0.080,300,30,4,2,1,4
0.080,300,50,8,5,1,7
0.080,300,100,15,3,1,13
0.080,300,200,37,2,1,18
0.080,300,250,26,5,0,6
0.080,1000,30,5,2,1,10
0.080,1000,50,8,2,1,20
0.080,1000,100,10,2,1,38
0.080,1000,200,18,2,1,46
0.080,1000,250,20,2,1,8
0.080,3000,30,8,3,1,15
0.080,3000,50,8,3,1,29
0.080,3000,100,16,2,1,50
0.080,3000,200,27,2,1,1
0.080,3000,250,33,3,1,8
0.080,6000,30,7,4,1,10
0.080,6000,50,7,2,1,15
0.080,6000,100,9,3,1,29
0.080,6000,200,26,3,1,57
0.080,6000,250,22,2,1,1
0.080,8000,30,5,3,1,11
0.080,8000,50,8,2,1,889
0.080,8000,100,15,2,1,878
0.080,8000,200,21,2,1,1
0.080,8000,250,22,2,1,1
0.080,8050,30,10,3,1,1
0.080,8050,50,10,2,1,1
0.080,8050,100,13,4,1,1
0.080,8050,200,22,2,1,2
0.080,8050,250,22,3,1,4
0.100,300,30,11,5,1,4
0.100,300,50,8,4,1,2
0.100,300,100,20,3,1,4
0.100,300,200,28,5,0,7
0.100,300,250,30,3,1,14
0.100,1000,30,6,2,1,16
0.100,1000,50,9,3,1,6
0.100,1000,100,12,2,1,9
0.100,1000,200,19,3,1,20
0.100,1000,250,25,3,1,38
0.100,3000,30,7,5,1,48
0.100,3000,50,10,5,1,10
0.100,3000,100,18,2,1,15
0.100,3000,200,30,4,1,28
0.100,3000,250,33,4,1,56
0.100,6000,30,5,3,1,1
0.100,6000,50,8,2,1,11
0.100,6000,100,14,3,1,9
0.100,6000,200,25,4,1,17
0.100,6000,250,32,2,1,28
0.100,8000,30,4,2,1,56
0.100,8000,50,9,2,1,1
0.100,8000,100,12,2,1,12
0.100,8000,200,22,3,1,822
0.100,8000,250,35,2,1,854
0.100,8050,30,9,3,1,1
0.100,8050,50,9,2,1,1
0.100,8050,100,15,3,1,1
0.100,8050,200,20,3,1,1
0.100,8050,250,32,3,1,1
0.007,300,30,4,2,1,2
0.007,300,50,3,4,0,3
0.007,300,100,5,5,0,4
0.007,300,200,14,5,0,2
0.007,300,250,16,7,0,3
0.007,1000,30,2,4,0,7
0.007,1000,50,4,3,1,12
0.007,1000,100,2,3,0,17
0.007,1000,200,3,2,0,6
0.007,1000,250,3,4,0,10
0.007,3000,30,4,14,1,20
0.007,3000,50,4,9,0,35
0.007,3000,100,10,9,1,45
0.007,3000,200,9,13,0,9
0.007,3000,250,8,16,0,15
0.007,6000,30,5,3,1,29
0.007,6000,50,5,7,1,55
0.007,6000,100,8,8,1,1
0.007,6000,200,15,16,1,3
0.007,6000,250,9,9,0,9
0.007,8000,30,4,6,1,16
0.007,8000,50,4,5,1,28
0.007,8000,100,5,6,1,57
0.007,8000,200,5,6,1,1
0.007,8000,250,13,8,1,9
0.007,8050,30,5,8,1,799
0.007,8050,50,4,8,0,848
0.007,8050,100,2,7,0,1
0.007,8050,200,5,4,0,1
0.007,8050,250,7,14,0,1
0.010,300,30,2,8,0,1
0.010,300,50,6,3,0,1
0.010,300,100,4,3,0,2
0.010,300,200,4,4,0,3
0.010,300,250,8,3,0,4
0.010,1000,30,1,4,0,2
0.010,1000,50,2,4,0,4
0.010,1000,100,3,2,0,7
0.010,1000,200,3,4,0,15
0.010,1000,250,9,3,0,17
0.010,3000,30,3,6,0,7
0.010,3000,50,5,16,0,10
0.010,3000,100,12,14,1,20
0.010,3000,200,11,9,0,33
0.010,3000,250,9,18,0,50
0.010,6000,30,5,4,1,10
0.010,6000,50,5,6,1,15
0.010,6000,100,5,5,1,26
0.010,6000,200,4,11,0,55
0.010,6000,250,12,9,1,1
0.010,8000,30,6,5,1,10
0.010,8000,50,4,15,0,10
0.010,8000,100,5,11,1,16
0.010,8000,200,7,2,1,29
0.010,8000,250,10,2,1,56
0.010,8050,30,5,5,1,1
0.010,8050,50,2,7,0,11
0.010,8050,100,5,7,1,809
0.010,8050,200,6,4,1,866
0.010,8050,250,7,5,1,1
0.030,300,30,3,6,0,1
0.030,300,50,5,4,1,1
0.030,300,100,6,5,0,1
0.030,300,200,10,5,0,1
0.030,300,250,11,2,0,2
0.030,1000,30,5,2,1,3
0.030,1000,50,2,4,0,4
0.030,1000,100,6,4,1,2
0.030,1000,200,10,4,1,3
0.030,1000,250,9,7,0,7
0.030,3000,30,5,9,1,14
0.030,3000,50,6,2,1,17
0.030,3000,100,10,8,1,6
0.030,3000,200,20,3,1,10
0.030,3000,250,23,3,1,18
0.030,6000,30,6,4,1,35
0.030,6000,50,5,4,1,45
0.030,6000,100,7,4,1,8
0.030,6000,200,7,3,1,12
0.030,6000,250,19,5,1,30
0.030,8000,30,4,4,1,55
0.030,8000,50,4,2,1,1
0.030,8000,100,9,3,1,11
0.030,8000,200,13,2,1,10
0.030,8000,250,17,4,1,16
0.030,8050,30,4,4,1,29
0.030,8050,50,5,2,1,51
0.030,8050,100,13,4,1,1
0.030,8050,200,12,3,1,3
0.030,8050,250,11,2,1,805
0.070,300,30,5,5,1,837
0.070,300,50,11,2,1,1
0.070,300,100,12,4,1,1
0.070,300,200,21,2,1,1
0.070,300,250,35,3,1,1
0.070,1000,30,7,2,1,1
0.070,1000,50,7,2,1,2
0.070,1000,100,8,3,1,4
0.070,1000,200,23,3,1,4
0.070,1000,250,30,2,1,2
0.070,3000,30,5,4,1,3
0.070,3000,50,7,3,1,7
0.070,3000,100,14,2,1,13
0.070,3000,200,21,5,1,18
0.070,3000,250,34,2,1,7
0.070,6000,30,6,4,1,10
0.070,6000,50,8,5,1,20
0.070,6000,100,8,3,1,41
0.070,6000,200,18,3,1,48
0.070,6000,250,21,3,1,9
0.070,8000,30,5,2,1,14
0.070,8000,50,5,2,1,28
0.070,8000,100,11,3,1,57
0.070,8000,200,25,3,1,1
0.070,8000,250,31,4,1,3
0.070,8050,30,5,2,1,8
0.070,8050,50,10,2,1,14
0.070,8050,100,14,4,1,29
0.070,8050,200,25,2,1,45
0.070,8050,250,19,4,1,1
0.080,300,30,8,6,1,11
0.080,300,50,9,2,1,804
0.080,300,100,13,5,1,875
0.080,300,200,28,5,1,1
0.080,300,250,23,5,0,1
0.080,1000,30,8,4,1,1
0.080,1000,50,7,2,1,1
0.080,1000,100,9,2,1,1
0.080,1000,200,25,3,1,2
0.080,1000,250,24,3,1,3
0.080,3000,30,7,5,1,4
0.080,3000,50,11,5,1,2
0.080,3000,100,16,3,1,4
0.080,3000,200,23,2,1,7
0.080,3000,250,36,2,1,15
0.080,6000,30,5,2,1,16
0.080,6000,50,10,4,1,6
0.080,6000,100,15,3,1,10
0.080,6000,200,21,3,1,19
0.080,6000,250,27,2,1,35
0.080,8000,30,7,2,1,45
0.080,8000,50,8,4,1,8
0.080,8000,100,18,2,1,17
0.080,8000,200,18,2,1,31
0.080,8000,250,22,3,1,58
0.080,8050,30,5,3,1,1
0.080,8050,50,5,3,1,11
0.080,8050,100,10,2,1,9
0.080,8050,200,17,4,1,15
0.080,8050,250,26,2,1,28
0.100,300,30,5,2,1,45
0.100,300,50,12,3,1,1
0.100,300,100,23,2,1,11
0.100,300,200,32,3,1,818
0.100,300,250,37,2,1,867
0.100,1000,30,7,2,1,1
0.100,1000,50,6,2,1,1
0.100,1000,100,12,2,1,1
0.100,1000,200,23,2,1,1
0.100,1000,250,24,5,1,1
0.100,3000,30,6,7,1,2
0.100,3000,50,11,2,1,3
0.100,3000,100,18,7,1,4
0.100,3000,200,31,2,1,3
0.100,3000,250,24,2,1,4
0.100,6000,30,5,2,1,6
0.100,6000,50,8,3,1,13
0.100,6000,100,16,2,1,16
0.100,6000,200,32,2,1,6
0.100,6000,250,30,2,1,10
0.100,8000,30,5,3,1,18
0.100,8000,50,8,2,1,38
0.100,8000,100,16,2,1,44
0.100,8000,200,28,2,1,10
0.100,8000,250,33,3,1,15
0.100,8050,30,5,2,1,28
0.100,8050,50,10,4,1,56
0.100,8050,100,17,2,1,1
0.100,8050,200,22,2,1,9
0.100,8050,250,38,3,1,10
0.007,300,30,1,8,0,15
0.007,300,50,3,3,0,30
0.007,300,100,5,6,0,58
0.007,300,200,10,6,0,1
0.007,300,250,12,3,0,10
0.007,1000,30,1,5,0,820
0.007,1000,50,4,4,0,851
0.007,1000,100,3,4,0,1
0.007,1000,200,3,5,0,1
0.007,1000,250,7,6,1,1
0.007,3000,30,4,7,1,1
0.007,3000,50,9,11,1,1
0.007,3000,100,4,13,0,2
0.007,3000,200,7,25,0,4
0.007,3000,250,11,17,1,4
0.007,6000,30,1,11,0,2
0.007,6000,50,4,15,1,4
0.007,6000,100,3,16,0,7
0.007,6000,200,9,3,1,13
0.007,6000,250,10,9,1,16
0.007,8000,30,4,4,1,6
0.007,8000,50,1,7,0,10
0.007,8000,100,5,7,0,18
0.007,8000,200,5,8,0,36
0.007,8000,250,9,9,1,48
0.007,8050,30,1,13,0,8
0.007,8050,50,5,9,1,14
0.007,8050,100,3,4,0,23
0.007,8050,200,7,4,1,57
0.007,8050,250,7,4,1,1
0.010,300,30,3,7,0,7
0.010,300,50,2,8,0,10
0.010,300,100,11,6,0,15
0.010,300,200,15,8,0,29
0.010,300,250,13,5,0,57
0.010,1000,30,4,4,1,1
0.010,1000,50,2,4,0,12
0.010,1000,100,2,7,0,829
0.010,1000,200,9,4,1,875
0.010,1000,250,10,2,0,1
0.010,3000,30,2,6,0,1
0.010,3000,50,5,11,1,1
0.010,3000,100,4,9,0,1
0.010,3000,200,10,16,1,1
0.010,3000,250,17,4,1,2
0.010,6000,30,4,4,1,3
0.010,6000,50,6,2,1,4
0.010,6000,100,8,5,1,2
0.010,6000,200,9,6,1,3
0.010,6000,250,8,9,0,7
0.010,8000,30,2,14,0,14
0.010,8000,50,6,2,1,18
0.010,8000,100,3,6,0,6
0.010,8000,200,8,2,1,10
0.010,8000,250,9,3,1,18
0.010,8050,30,6,7,1,38
0.010,8050,50,6,7,1,45
0.010,8050,100,6,7,1,10
0.010,8050,200,8,9,1,15
0.010,8050,250,8,9,1,28
0.030,300,30,3,5,0,56
0.030,300,50,4,4,0,1
0.030,300,100,13,4,0,10
0.030,300,200,13,7,0,11
0.030,300,250,16,4,0,15
0.030,1000,30,5,2,1,28
0.030,1000,50,6,4,1,56
0.030,1000,100,8,2,1,57
0.030,1000,200,11,2,1,835
0.030,1000,250,15,2,1,874
0.030,3000,30,2,9,0,1
0.030,3000,50,6,9,1,1
0.030,3000,100,13,9,1,1
0.030,3000,200,15,4,1,1
0.030,3000,250,15,8,1,1
0.030,6000,30,7,6,1,2
0.030,6000,50,5,3,1,3
0.030,6000,100,7,7,1,4
0.030,6000,200,13,5,1,2
0.030,6000,250,13,4,1,4
0.030,8000,30,5,3,1,7
0.030,8000,50,6,3,1,14
0.030,8000,100,10,5,1,17
0.030,8000,200,11,9,0,6
0.030,8000,250,18,2,1,9
0.030,8050,30,5,2,1,19
0.030,8050,50,5,3,1,36
0.030,8050,100,8,5,1,48
0.030,8050,200,13,2,1,10
0.030,8050,250,15,3,1,16
0.070,300,30,8,2,1,24
0.070,300,50,5,3,1,55
0.070,300,100,12,4,1,1
0.070,300,200,15,5,0,10
0.070,300,250,31,5,1,9
0.070,1000,30,5,2,1,14
0.070,1000,50,6,4,1,22
0.070,1000,100,14,4,1,58
0.070,1000,200,23,2,1,1
0.070,1000,250,26,2,1,12
0.070,3000,30,7,3,1,901
0.070,3000,50,8,4,1,886
0.070,3000,100,18,2,1,1
0.070,3000,200,29,6,1,1
0.070,3000,250,26,4,1,1
0.070,6000,30,5,3,1,1
0.070,6000,50,11,3,1,1
0.070,6000,100,8,2,1,2
0.070,6000,200,27,3,1,4
0.070,6000,250,22,3,1,4
0.070,8000,30,8,3,1,2
0.070,8000,50,11,2,1,4
0.070,8000,100,9,4,1,7
0.070,8000,200,12,2,1,13
0.070,8000,250,24,2,1,16
0.070,8050,30,6,3,1,6
0.070,8050,50,9,4,1,10
0.070,8050,100,7,5,1,19
0.070,8050,200,18,2,1,36
0.070,8050,250,22,2,1,45
0.080,300,30,8,3,1,9
0.080,300,50,12,2,1,15
0.080,300,100,22,3,1,28
0.080,300,200,31,2,1,1
0.080,300,250,34,2,1,4
0.080,1000,30,5,2,1,1
0.080,1000,50,4,2,1,10
0.080,1000,100,10,2,1,9
0.080,1000,200,21,2,1,15
0.080,1000,250,15,2,1,26
0.080,3000,30,5,4,1,57
0.080,3000,50,10,3,1,1
0.080,3000,100,15,5,1,9
0.080,3000,200,31,4,1,847
0.080,3000,250,33,2,1,837
0.080,6000,30,8,2,1,1
0.080,6000,50,6,2,1,1
0.080,6000,100,13,3,1,1
0.080,6000,200,16,3,1,1
0.080,6000,250,33,3,1,1
0.080,8000,30,5,2,1,2
0.080,8000,50,9,2,1,3
0.080,8000,100,16,5,1,4
0.080,8000,200,28,2,1,2
0.080,8000,250,28,2,1,4
0.080,8050,30,4,2,1,7
0.080,8050,50,9,2,1,13
0.080,8050,100,9,2,1,17
0.080,8050,200,17,3,1,6
0.080,8050,250,30,3,1,10
0.100,300,30,9,2,1,20
0.100,300,50,9,3,1,35
0.100,300,100,16,4,1,44
0.100,300,200,25,8,1,9
0.100,300,250,25,2,1,14
0.100,1000,30,7,2,1,28
0.100,1000,50,9,3,1,56
0.100,1000,100,14,3,1,1
0.100,1000,200,26,5,1,7
0.100,1000,250,24,2,1,10
0.100,3000,30,8,3,1,15
0.100,3000,50,12,5,1,30
0.100,3000,100,8,2,1,55
0.100,3000,200,34,5,1,1
0.100,3000,250,33,4,1,11
0.100,6000,30,4,4,1,807
0.100,6000,50,9,2,1,895
0.100,6000,100,8,5,1,1
0.100,6000,200,23,2,1,1
0.100,6000,250,34,4,1,1
0.100,8000,30,6,2,1,1
0.100,8000,50,8,4,1,1
0.100,8000,100,11,2,1,2
0.100,8000,200,18,4,1,3
0.100,8000,250,27,2,1,4
0.100,8050,30,6,3,1,2
0.100,8050,50,10,3,1,4
0.100,8050,100,12,2,1,7
0.100,8050,200,22,2,1,11
0.100,8050,250,27,3,1,17
0.007,300,30,3,2,0,6
0.007,300,50,2,6,0,10
0.007,300,100,6,6,0,19
0.007,300,200,14,4,0,37
0.007,300,250,9,3,0,43
0.007,1000,30,2,6,0,9
0.007,1000,50,3,6,0,15
0.007,1000,100,5,4,0,28
0.007,1000,200,5,5,0,56
0.007,1000,250,7,6,0,1
0.007,3000,30,1,12,0,2
0.007,3000,50,5,7,0,9
0.007,3000,100,8,12,1,17
0.007,3000,200,13,21,0,29
0.007,3000,250,8,12,1,56
0.007,6000,30,4,6,1,1
0.007,6000,50,4,4,1,9
0.007,6000,100,2,9,0,841
0.007,6000,200,7,11,1,858
0.007,6000,250,10,6,1,1
0.007,8000,30,5,12,1,1
0.007,8000,50,6,6,1,1
0.007,8000,100,5,8,0,1
0.007,8000,200,8,11,1,1
0.007,8000,250,10,7,0,2
0.007,8050,30,4,3,1,4
0.007,8050,50,6,6,1,4
0.007,8050,100,5,10,1,2
0.007,8050,200,8,3,1,3
0.007,8050,250,8,8,0,7
0.010,300,30,1,4,0,13
0.010,300,50,1,7,0,16
0.010,300,100,8,9,0,6
0.010,300,200,7,8,0,10
0.010,300,250,11,8,0,18
0.010,1000,30,1,2,0,35
0.010,1000,50,2,4,0,40
0.010,1000,100,4,4,0,9
0.010,1000,200,4,3,0,16
0.010,1000,250,7,6,0,29
0.010,3000,30,7,4,1,50
0.010,3000,50,4,13,0,1
0.010,3000,100,10,5,1,12
0.010,3000,200,18,15,1,10
0.010,3000,250,9,7,1,14
0.010,6000,30,4,7,1,28
0.010,6000,50,4,3,0,57
0.010,6000,100,9,5,1,56
0.010,6000,200,8,14,0,820
0.010,6000,250,5,15,0,848
0.010,8000,30,5,7,1,1
0.010,8000,50,4,6,1,1
0.010,8000,100,5,6,1,1
0.010,8000,200,10,5,1,1
0.010,8000,250,8,4,1,1
0.010,8050,30,4,5,1,2
0.010,8050,50,6,5,1,3
0.010,8050,100,6,2,1,4
0.010,8050,200,10,3,1,2
0.010,8050,250,10,6,1,4
0.030,300,30,6,3,1,7
0.030,300,50,2,7,0,13
0.030,300,100,4,4,0,15
0.030,300,200,13,10,0,6
0.030,300,250,17,6,0,10
0.030,1000,30,1,5,0,20
0.030,1000,50,8,2,1,38
0.030,1000,100,4,3,1,49
0.030,1000,200,10,3,1,10
0.030,1000,250,14,4,0,15
0.030,3000,30,4,6,1,25
0.030,3000,50,6,8,1,53
0.030,3000,100,9,6,1,1
0.030,3000,200,24,5,1,10
0.030,3000,250,20,4,1,10
0.030,6000,30,4,4,1,12
0.030,6000,50,9,2,1,30
0.030,6000,100,8,4,1,52
0.030,6000,200,14,7,1,1
0.030,6000,250,13,6,1,11
0.030,8000,30,5,5,1,797
0.030,8000,50,8,2,1,924
0.030,8000,100,5,2,1,1
0.030,8000,200,17,2,1,1
0.030,8000,250,10,2,1,1
0.030,8050,30,5,2,1,1
0.030,8050,50,5,4,1,1
0.030,8050,100,9,6,1,2
0.030,8050,200,12,3,1,3
0.030,8050,250,21,2,1,4
0.070,300,30,6,2,1,2
0.070,300,50,11,3,1,4
0.070,300,100,14,5,0,7
0.070,300,200,30,3,1,13
0.070,300,250,33,2,1,17
0.070,1000,30,5,2,1,7
0.070,1000,50,7,2,1,7
0.070,1000,100,10,5,1,19
0.070,1000,200,26,3,1,36
0.070,1000,250,24,3,1,45
0.070,3000,30,5,2,1,10
0.070,3000,50,9,3,1,15
0.070,3000,100,19,3,1,28
0.070,3000,200,18,2,1,56
0.070,3000,250,34,2,1,59
0.070,6000,30,6,3,1,10
0.070,6000,50,7,3,1,17
0.070,6000,100,9,3,1,31
0.070,6000,200,24,3,1,58
0.070,6000,250,21,2,1,1
0.070,8000,30,6,4,1,11
0.070,8000,50,7,2,1,810
0.070,8000,100,11,4,1,907
0.070,8000,200,9,4,1,1
0.070,8000,250,17,2,1,1
0.070,8050,30,5,2,1,1
0.070,8050,50,7,2,1,1
0.070,8050,100,17,2,1,1
0.070,8050,200,17,2,1,2
0.070,8050,250,21,2,1,3
0.080,300,30,7,4,1,4
0.080,300,50,5,5,1,2
0.080,300,100,15,2,1,3
0.080,300,200,18,2,1,7
0.080,300,250,28,2,1,13
0.080,1000,30,8,2,1,17
0.080,1000,50,7,4,1,6
0.080,1000,100,16,2,1,10
0.080,1000,200,20,2,1,18
0.080,1000,250,26,4,1,38
0.080,3000,30,7,8,1,48
0.080,3000,50,10,5,1,10
0.080,3000,100,18,3,1,15
0.080,3000,200,24,3,1,28
0.080,3000,250,36,3,1,57
0.080,6000,30,7,2,1,1
0.080,6000,50,8,2,1,10
0.080,6000,100,20,4,1,9
0.080,6000,200,20,4,1,15
0.080,6000,250,27,3,1,29
0.080,8000,30,8,3,1,1
0.080,8000,50,8,3,1,1
0.080,8000,100,10,2,1,11
0.080,8000,200,23,2,1,866
0.080,8000,250,25,2,1,934
0.080,8050,30,8,4,1,1
0.080,8050,50,6,2,1,1
0.080,8050,100,11,2,1,1
0.080,8050,200,19,3,1,1
0.080,8050,250,20,3,1,1
0.100,300,30,6,4,1,2
0.100,300,50,8,5,0,3
0.100,300,100,12,3,0,4
0.100,300,200,32,3,1,2
0.100,300,250,37,3,1,4
0.100,1000,30,5,2,1,6
0.100,1000,50,8,2,1,14
0.100,1000,100,14,2,1,17
0.100,1000,200,29,2,1,6
0.100,1000,250,20,2,1,10
0.100,3000,30,6,3,1,21
0.100,3000,50,9,3,1,37
0.100,3000,100,15,3,1,48
0.100,3000,200,33,2,1,10
0.100,3000,250,36,2,1,12
0.100,6000,30,8,2,1,27
0.100,6000,50,7,4,1,57
0.100,6000,100,15,5,1,1
0.100,6000,200,26,3,1,9
0.100,6000,250,28,2,1,9
0.100,8000,30,7,2,1,15
0.100,8000,50,8,2,1,29
0.100,8000,100,10,3,1,56
0.100,8000,200,25,2,1,1
0.100,8000,250,38,2,1,9
0.100,8050,30,10,3,1,835
0.100,8050,50,7,3,1,988
0.100,8050,100,17,3,1,1
0.100,8050,200,20,2,1,1
0.100,8050,250,27,3,1,1
0.007,300,30,3,3,0,1
0.007,300,50,9,4,1,1
0.007,300,100,3,6,0,2
0.007,300,200,8,5,0,3
0.007,300,250,9,4,0,4
0.007,1000,30,2,4,0,2
0.007,1000,50,1,5,0,3
0.007,1000,100,1,6,0,7
0.007,1000,200,4,3,1,12
0.007,1000,250,6,3,0,19
0.007,3000,30,3,7,0,6
0.007,3000,50,3,9,0,10
0.007,3000,100,10,9,0,19
0.007,3000,200,11,16,1,36
0.007,3000,250,15,14,1,36
0.007,6000,30,1,7,0,8
0.007,6000,50,7,3,1,14
0.007,6000,100,5,9,1,23
0.007,6000,200,12,8,1,57
0.007,6000,250,9,9,1,1
0.007,8000,30,2,7,0,9
0.007,8000,50,6,4,1,10
0.007,8000,100,5,10,0,15
0.007,8000,200,3,11,0,25
0.007,8000,250,6,6,0,45
0.007,8050,30,2,15,0,1
0.007,8050,50,1,13,0,19
0.007,8050,100,5,8,1,808
0.007,8050,200,7,7,1,872
0.007,8050,250,10,9,1,1
0.010,300,30,2,4,0,1
0.010,300,50,3,4,0,1
0.010,300,100,4,6,0,1
0.010,300,200,11,4,0,1
0.010,300,250,8,5,0,2
0.010,1000,30,1,6,0,3
0.010,1000,50,1,2,0,4
0.010,1000,100,5,3,1,2
0.010,1000,200,7,4,0,4
0.010,1000,250,8,4,1,7
0.010,3000,30,1,5,0,13
0.010,3000,50,5,9,1,17
0.010,3000,100,6,7,0,6
0.010,3000,200,11,9,1,10
0.010,3000,250,20,11,1,19
0.010,6000,30,4,4,1,38
0.010,6000,50,5,10,1,39
0.010,6000,100,8,6,1,10
0.010,6000,200,8,5,1,15
0.010,6000,250,7,4,0,22
0.010,8000,30,4,7,1,57
0.010,8000,50,4,4,1,1
0.010,8000,100,4,14,0,9
0.010,8000,200,7,7,1,10
0.010,8000,250,9,4,1,15
0.010,8050,30,5,2,1,29
0.010,8050,50,6,5,1,57
0.010,8050,100,5,5,1,1
0.010,8050,200,6,6,1,10
0.010,8050,250,6,3,1,856
0.030,300,30,6,4,1,947
0.030,300,50,9,6,1,1
0.030,300,100,12,4,1,1
0.030,300,200,16,3,1,1
0.030,300,250,21,4,1,1
0.030,1000,30,4,2,1,1
0.030,1000,50,4,6,1,2
0.030,1000,100,10,3,1,4
0.030,1000,200,9,3,1,4
0.030,1000,250,10,4,0,2
0.030,3000,30,5,4,1,4
0.030,3000,50,8,16,1,7
0.030,3000,100,9,4,1,14
0.030,3000,200,18,7,1,17
0.030,3000,250,16,2,1,6
0.030,6000,30,7,3,1,10
0.030,6000,50,5,3,1,19
0.030,6000,100,9,4,1,37
0.030,6000,200,16,3,1,45
0.030,6000,250,18,4,1,9
0.030,8000,30,5,3,1,15
0.030,8000,50,6,2,1,27
0.030,8000,100,9,3,1,57
0.030,8000,200,14,3,1,1
0.030,8000,250,15,3,1,12
0.030,8050,30,7,3,1,10
0.030,8050,50,7,4,1,15
0.030,8050,100,6,3,1,29
0.030,8050,200,14,3,1,56
0.030,8050,250,12,4,1,1
0.070,300,30,6,4,1,11
0.070,300,50,9,5,1,853
0.070,300,100,16,3,1,890
0.070,300,200,26,5,1,1
0.070,300,250,31,4,1,1
0.070,1000,30,5,2,0,1
0.070,1000,50,7,2,1,1
0.070,1000,100,8,4,1,1
0.070,1000,200,20,2,1,2
0.070,1000,250,29,4,1,3
0.070,3000,30,11,4,1,4
0.070,3000,50,7,2,1,2
0.070,3000,100,8,6,1,4
0.070,3000,200,25,3,1,7
0.070,3000,250,27,2,1,13
0.070,6000,30,4,2,1,14
0.070,6000,50,8,3,1,6
0.070,6000,100,10,3,1,8
0.070,6000,200,14,2,1,19
0.070,6000,250,28,3,1,36
0.070,8000,30,9,3,1,45
0.070,8000,50,9,3,1,9
0.070,8000,100,15,2,1,15
0.070,8000,200,12,2,1,29
0.070,8000,250,20,3,1,55
0.070,8050,30,6,4,1,1
0.070,8050,50,5,2,1,10
0.070,8050,100,12,3,1,10
0.070,8050,200,15,3,1,16
0.070,8050,250,19,2,1,29
0.080,300,30,5,4,1,57
0.080,300,50,3,6,0,1
0.080,300,100,12,2,1,12
0.080,300,200,24,4,1,896
0.080,300,250,28,4,0,986
0.080,1000,30,8,2,1,1
0.080,1000,50,9,2,1,1
0.080,1000,100,12,2,1,1
0.080,1000,200,22,2,1,1
0.080,1000,250,34,2,1,1
0.080,3000,30,9,2,1,2
0.080,3000,50,8,2,1,3
0.080,3000,100,17,2,1,4
0.080,3000,200,30,2,1,2
0.080,3000,250,36,3,1,4
0.080,6000,30,8,2,1,7
0.080,6000,50,13,2,1,13
0.080,6000,100,11,3,1,17
0.080,6000,200,29,2,1,6
0.080,6000,250,33,2,1,9
0.080,8000,30,7,2,1,18
0.080,8000,50,6,3,1,36
0.080,8000,100,12,2,1,50
0.080,8000,200,28,3,1,10
0.080,8000,250,26,2,1,15
0.080,8050,30,7,3,1,29
0.080,8050,50,10,5,1,55
0.080,8050,100,11,4,1,1
0.080,8050,200,22,3,1,11
0.080,8050,250,33,2,1,9
0.100,300,30,9,2,1,16
0.100,300,50,9,2,1,30
0.100,300,100,18,2,1,58
0.100,300,200,33,4,1,1
0.100,300,250,34,3,1,9
0.100,1000,30,6,4,1,868
0.100,1000,50,7,3,1,830
0.100,1000,100,12,2,1,1
0.100,1000,200,25,2,1,1
0.100,1000,250,27,2,1,1
0.100,3000,30,9,2,1,1
0.100,3000,50,11,4,1,1
0.100,3000,100,27,2,1,2
0.100,3000,200,26,5,1,4
0.100,3000,250,29,4,1,4
0.100,6000,30,6,3,1,2
0.100,6000,50,7,3,1,3
0.100,6000,100,12,3,1,7
0.100,6000,200,21,3,1,14
0.100,6000,250,31,5,1,19
0.100,8000,30,8,2,1,6
0.100,8000,50,9,2,1,11
0.100,8000,100,13,3,1,17
0.100,8000,200,31,4,1,38
0.100,8000,250,39,3,1,49
0.100,8050,30,6,4,1,9
0.100,8050,50,13,2,1,14
0.100,8050,100,18,2,1,32
0.100,8050,200,18,2,1,58
0.100,8050,250,29,4,1,1
0.007,300,30,1,7,0,16
0.007,300,50,5,8,0,12
0.007,300,100,3,3,0,15
