MiningPower,NON,Height,Onchain,Orphan,BuildTime
0.080,3000,250,3,14,21
0.080,6000,30,3,0,41
0.080,6000,50,1,1,13
0.080,6000,100,1,3,22
0.080,6000,200,3,8,38
0.080,6000,250,6,11,1
0.080,8000,30,0,2,12
0.080,8000,50,1,1,932
0.080,8000,100,2,6,1
0.080,8000,200,8,18,1
0.080,8050,30,1,2,1
0.080,8050,50,4,1,2
0.080,8050,100,10,2,1
0.080,8050,200,10,2,1
0.100,300,30,0,2,3
0.100,300,50,2,3,5
0.100,300,100,3,9,7
0.100,300,200,3,13,3
0.100,300,250,11,10,6
0.100,1000,30,0,1,10
0.100,1000,50,6,0,19
0.100,1000,100,3,3,23
0.100,1000,200,19,4,9
0.100,1000,250,18,8,14
0.100,3000,30,2,3,27
0.100,3000,50,1,1,54
0.100,3000,100,2,4,14
0.100,3000,200,8,8,19
0.100,3000,250,18,13,39
0.100,6000,30,0,0,14
0.100,6000,50,4,2,19
0.100,6000,100,9,7,39
0.100,6000,200,5,13,1
0.100,6000,250,13,26,22
0.100,8000,30,0,2,894
0.100,8000,50,0,5,1
0.100,8000,100,4,9,1
0.100,8000,200,6,8,1
0.100,8050,30,0,1,2
0.100,8050,50,4,2,1
0.100,8050,100,9,4,1
0.100,8050,200,13,3,3
0.007,300,30,0,1,5
0.007,300,50,0,0,6
0.007,300,100,0,1,3
0.007,300,200,1,2,5
0.007,300,250,0,3,10
0.007,1000,30,0,0,18
0.007,1000,50,3,0,26
0.007,1000,100,2,0,11
0.007,1000,200,1,0,15
0.007,1000,250,5,1,27
0.007,3000,30,0,0,55
0.007,3000,50,2,0,1
0.007,3000,100,2,2,5
0.007,3000,200,1,1,13
0.007,3000,250,0,0,19
0.007,6000,30,1,0,30
0.007,6000,50,0,0,13
0.007,6000,100,1,0,19
0.007,6000,200,0,0,40
0.007,6000,250,5,0,1
0.007,8000,30,0,0,25
0.007,8000,50,0,1,939
0.007,8000,100,0,1,968
0.007,8050,30,0,0,1
0.007,8050,50,0,0,1
0.007,8050,100,0,0,2
0.007,8050,200,2,1,1
0.010,300,30,0,1,2
0.010,300,50,1,0,3
0.010,300,100,0,0,5
0.010,300,200,1,3,6
0.010,300,250,0,3,3
0.010,1000,30,1,0,5
0.010,1000,50,0,1,10
0.010,1000,100,2,1,18
0.010,1000,200,5,0,25
0.010,1000,250,1,1,9
0.010,3000,30,0,1,14
0.010,3000,50,0,0,27
0.010,3000,100,0,0,53
0.010,3000,200,1,1,1
0.010,3000,250,3,3,7
0.010,6000,30,0,0,14
0.010,6000,50,1,0,23
0.010,6000,100,1,0,44
0.010,6000,200,1,1,1
0.010,8000,30,0,0,21
0.010,8000,50,0,0,13
0.010,8000,100,0,4,19
0.010,8050,30,0,0,38
0.010,8050,50,0,0,1
0.010,8050,100,1,0,9
0.010,8050,200,2,1,889
0.030,300,30,0,0,1
0.030,300,50,0,1,1
0.030,300,100,0,3,1
0.030,300,200,3,7,2
0.030,300,250,0,3,1
0.030,1000,30,2,0,1
0.030,1000,50,2,0,3
0.030,1000,100,4,4,5
0.030,1000,200,8,2,6
0.030,1000,250,7,1,3
0.030,3000,30,0,0,5
0.030,3000,50,1,0,10
0.030,3000,100,0,1,19
0.030,3000,200,4,7,25
0.030,3000,250,5,6,9
0.030,6000,30,0,0,15
0.030,6000,50,0,0,27
0.030,6000,100,0,0,59
0.030,6000,200,1,4,1
0.030,8000,30,3,1,12
0.030,8000,50,0,2,15
0.030,8000,100,0,5,19
0.030,8000,200,0,4,43
0.030,8050,30,0,1,1
0.030,8050,50,2,1,21
0.030,8050,100,0,2,12
0.030,8050,200,3,5,19
0.070,300,30,2,3,40
0.070,300,50,0,2,1
0.070,300,100,1,5,14
0.070,300,200,2,6,874
0.070,300,250,5,12,963
0.070,1000,30,4,0,1
0.070,1000,50,0,2,1
0.070,1000,100,6,0,2
0.070,1000,200,12,4,1
0.070,1000,250,16,6,1
0.070,3000,30,1,2,3
0.070,3000,50,1,1,5
0.070,3000,100,2,6,6
0.070,3000,200,9,7,4
0.070,3000,250,14,12,5
0.070,6000,30,1,0,10
0.070,6000,50,5,3,19
0.070,6000,100,3,1,24
0.070,6000,200,1,8,10
0.070,8000,30,0,0,14
0.070,8000,50,0,0,27
0.070,8000,100,2,4,56
0.070,8000,200,1,15,1
0.070,8050,30,3,0,10
0.070,8050,50,1,1,13
0.070,8050,100,7,1,22
0.070,8050,200,9,6,42
0.080,300,30,1,1,14
0.080,300,50,1,0,20
0.080,300,100,4,2,42
0.080,300,200,4,16,1
0.080,300,250,7,13,25
0.080,1000,30,2,1,934
0.080,1000,50,2,3,1
0.080,1000,100,5,4,1
0.080,1000,200,18,8,1
0.080,1000,250,15,8,2
0.080,3000,30,0,0,1
0.080,3000,50,1,0,1
0.080,3000,100,7,5,3
0.080,3000,200,8,9,5
0.080,3000,250,13,8,6
0.080,6000,30,1,0,3
0.080,6000,50,7,1,5
0.080,6000,100,2,4,9
0.080,6000,200,6,17,16
0.080,6000,250,8,11,24
0.080,8000,30,3,3,8
0.080,8000,50,2,4,14
0.080,8000,100,8,5,29
0.080,8050,30,1,0,54
0.080,8050,50,3,2,16
0.080,8050,100,2,5,19
0.100,300,30,1,2,42
0.100,300,50,0,1,12
0.100,300,100,4,6,20
0.100,300,200,4,12,45
0.100,300,250,9,18,59
0.100,1000,30,4,1,908
0.100,1000,50,9,0,996
0.100,1000,100,17,4,1
0.100,1000,200,9,6,1
0.100,1000,250,21,7,2
0.100,3000,30,2,3,1
0.100,3000,50,1,2,2
0.100,3000,100,3,4,3
0.100,3000,200,5,11,5
0.100,3000,250,13,11,6
0.100,6000,30,3,1,3
0.100,6000,50,3,0,6
0.100,6000,100,6,3,10
0.100,6000,200,4,16,19
0.100,6000,250,14,13,22
0.100,8000,30,0,1,10
0.100,8000,50,2,7,13
0.100,8000,100,1,10,27
0.100,8050,30,1,1,52
0.100,8050,50,7,2,14
0.100,8050,100,5,1,21
0.100,8050,200,16,7,40
0.007,300,30,0,0,1
0.007,300,50,0,2,11
0.007,300,100,0,0,13
0.007,300,200,0,0,19
0.007,300,250,1,2,40
0.007,1000,30,0,0,1
0.007,1000,50,0,0,24
0.007,1000,100,2,1,999
0.007,1000,200,2,0,957
0.007,1000,250,1,2,1
0.007,3000,30,0,1,1
0.007,3000,50,1,1,2
0.007,3000,100,1,0,1
0.007,3000,200,0,0,2
0.007,3000,250,1,0,3
0.007,6000,30,0,0,5
0.007,6000,50,0,1,6
0.007,6000,100,1,1,3
0.007,6000,200,0,1,5
0.007,6000,250,0,1,10
0.007,8000,30,0,0,20
0.007,8000,50,0,1,23
0.007,8000,100,0,0,10
0.007,8000,200,0,1,14
0.007,8050,30,0,1,30
0.007,8050,50,0,0,43
0.007,8050,100,1,1,13
0.007,8050,200,2,1,22
0.010,300,30,0,0,42
0.010,300,50,0,0,1
0.010,300,100,0,0,23
0.010,300,200,1,2,12
0.010,300,250,0,2,19
0.010,1000,30,0,0,40
0.010,1000,50,0,0,1
0.010,1000,100,1,0,17
0.010,1000,200,2,1,880
0.010,1000,250,3,1,986
0.010,3000,30,0,0,1
0.010,3000,50,0,0,2
0.010,3000,100,1,1,2
0.010,3000,200,2,0,1
0.010,3000,250,2,3,1
0.010,6000,30,0,1,3
0.010,6000,50,0,0,5
0.010,6000,100,1,1,6
0.010,6000,200,1,2,4
0.010,6000,250,0,2,5
0.010,8000,30,0,0,10
0.010,8000,50,0,2,21
0.010,8000,100,0,1,24
0.010,8000,200,0,5,9
0.010,8050,30,0,1,15
0.010,8050,50,0,0,27
0.010,8050,100,1,2,52
0.030,300,30,0,1,1
0.030,300,50,0,2,14
0.030,300,100,1,2,14
0.030,300,200,0,10,24
0.030,300,250,1,4,43
0.030,1000,30,1,0,14
0.030,1000,50,0,2,17
0.030,1000,100,0,0,38
0.030,1000,200,4,4,878
0.030,1000,250,7,1,981
0.030,3000,30,0,2,1
0.030,3000,50,0,1,1
0.030,3000,100,0,4,2
0.030,3000,200,5,6,1
0.030,3000,250,5,4,1
0.030,6000,30,0,0,3
0.030,6000,50,1,2,5
0.030,6000,100,0,2,6
0.030,6000,200,2,4,4
0.030,6000,250,4,5,6
0.030,8000,30,0,0,9
0.030,8000,50,0,1,22
0.030,8000,100,0,0,23
0.030,8050,30,0,0,8
0.030,8050,50,0,0,14
0.030,8050,100,4,0,28
0.030,8050,200,3,3,58
0.070,300,30,0,2,1
0.070,300,50,0,4,9
0.070,300,100,1,11,12
0.070,300,200,4,12,24
0.070,300,250,8,9,45
0.070,1000,30,2,1,13
0.070,1000,50,2,1,20
0.070,1000,100,7,2,42
0.070,1000,200,14,3,1
0.070,1000,250,10,3,21
0.070,3000,30,0,0,1
0.070,3000,50,2,3,1
0.070,3000,100,2,5,1
0.070,3000,200,6,11,1
0.070,3000,250,9,6,2
0.070,6000,30,0,1,1
0.070,6000,50,0,2,1
0.070,6000,100,6,6,3
0.070,6000,200,6,6,5
0.070,6000,250,11,8,6
0.070,8000,30,0,0,3
0.070,8000,50,0,1,5
0.070,8000,100,1,8,10
0.070,8000,200,3,9,20
0.070,8050,30,0,1,21
0.070,8050,50,4,0,10
0.070,8050,100,5,3,15
0.070,8050,200,10,2,27
0.080,300,30,0,1,58
0.080,300,50,0,4,1
0.080,300,100,4,5,4
0.080,300,200,5,16,14
0.080,300,250,10,21,24
0.080,1000,30,2,2,35
0.080,1000,50,4,1,1
0.080,1000,100,8,3,21
0.080,1000,200,8,8,14
0.080,1000,250,12,10,20
0.080,3000,30,1,0,33
0.080,3000,50,0,7,1
0.080,3000,100,2,1,21
0.080,3000,200,10,7,870
0.080,3000,250,9,14,956
0.080,6000,30,2,0,1
0.080,6000,50,2,1,1
0.080,6000,100,3,4,2
0.080,6000,200,7,11,1
0.080,6000,250,12,13,1
0.080,8000,30,0,3,3
0.080,8000,50,1,3,5
0.080,8000,100,1,8,6
0.080,8000,200,3,20,3
0.080,8050,30,2,0,5
0.080,8050,50,3,1,10
0.080,8050,100,4,1,19
0.080,8050,200,15,0,24
0.100,300,30,0,4,10
0.100,300,50,9,1,15
0.100,300,100,3,8,27
0.100,300,200,2,14,53
0.100,300,250,4,17,1
0.100,1000,30,1,2,8
0.100,1000,50,2,1,14
0.100,1000,100,4,6,23
0.100,1000,200,17,9,44
0.100,1000,250,22,5,1
0.100,3000,30,1,0,24
0.100,3000,50,5,1,13
0.100,3000,100,4,6,20
0.100,3000,200,13,11,41
0.100,3000,250,12,17,924
0.100,6000,30,1,1,956
0.100,6000,50,3,1,1
0.100,6000,100,4,1,1
0.100,6000,200,11,15,2
0.100,8000,30,0,4,1
0.100,8000,50,3,5,1
0.100,8000,100,4,11,3
0.100,8000,200,4,16,5
0.100,8050,30,1,0,6
0.100,8050,50,1,0,4
0.100,8050,100,11,4,5
0.007,300,30,0,0,10
0.007,300,50,0,0,20
0.007,300,100,0,1,26
0.007,300,200,0,2,9
0.007,300,250,0,2,15
0.007,1000,30,0,0,28
0.007,1000,50,2,0,55
0.007,1000,100,1,0,1
0.007,1000,200,3,1,4
0.007,1000,250,3,1,15
0.007,3000,30,0,0,17
0.007,3000,50,0,1,39
0.007,3000,100,1,0,13
0.007,3000,200,1,2,23
0.007,3000,250,4,1,38
0.007,6000,30,0,0,1
0.007,6000,50,1,0,20
0.007,6000,100,0,0,899
0.007,6000,200,0,2,980
0.007,8000,30,1,0,1
0.007,8000,50,0,0,1
0.007,8000,100,0,2,2
0.007,8050,30,0,0,1
0.007,8050,50,0,0,1
0.007,8050,100,0,0,3
0.007,8050,200,1,0,5
0.010,300,30,0,2,6
0.010,300,50,0,0,3
0.010,300,100,0,1,6
0.010,300,200,0,1,9
0.010,300,250,0,2,21
0.010,1000,30,0,0,26
0.010,1000,50,3,0,9
0.010,1000,100,0,1,15
0.010,1000,200,4,1,29
0.010,1000,250,3,4,56
0.010,3000,30,0,0,1
0.010,3000,50,0,0,14
0.010,3000,100,0,0,14
0.010,3000,200,2,1,22
0.010,3000,250,3,1,42
0.010,6000,30,0,0,1
0.010,6000,50,0,0,22
0.010,6000,100,2,2,13
0.010,6000,200,1,0,22
0.010,6000,250,1,1,39
0.010,8000,30,0,0,1
0.010,8000,50,0,0,17
0.010,8000,100,1,0,1
0.010,8000,200,0,2,977
0.010,8050,30,1,0,1
0.010,8050,50,0,0,1
0.010,8050,100,1,1,2
0.010,8050,200,2,0,1
0.030,300,30,0,0,2
0.030,300,50,2,3,3
0.030,300,100,0,6,5
0.030,300,200,1,5,6
0.030,300,250,1,5,3
0.030,1000,30,2,0,5
0.030,1000,50,0,1,10
0.030,1000,100,1,0,19
0.030,1000,200,2,5,24
0.030,1000,250,10,2,8
0.030,3000,30,0,1,17
0.030,3000,50,1,0,27
0.030,3000,100,1,0,56
0.030,3000,200,1,4,1
0.030,3000,250,4,7,3
0.030,6000,30,1,0,15
0.030,6000,50,1,1,24
0.030,6000,100,1,2,42
0.030,6000,200,1,2,1
0.030,6000,250,4,5,24
0.030,8000,30,0,0,14
0.030,8000,50,0,1,20
0.030,8000,100,0,0,40
0.030,8000,200,1,7,1
0.030,8050,30,0,1,22
0.030,8050,50,2,1,906
0.030,8050,100,0,1,948
0.070,300,30,0,1,1
0.070,300,50,1,5,1
0.070,300,100,3,3,2
0.070,300,200,3,8,1
0.070,300,250,5,14,1
0.070,1000,30,2,0,3
0.070,1000,50,1,2,5
0.070,1000,100,5,5,7
0.070,1000,200,9,8,3
0.070,1000,250,16,8,5
0.070,3000,30,2,2,10
0.070,3000,50,4,1,19
0.070,3000,100,2,2,25
0.070,3000,200,7,8,9
0.070,3000,250,7,11,15
0.070,6000,30,0,1,27
0.070,6000,50,2,1,58
0.070,6000,100,1,5,12
0.070,6000,200,7,6,23
0.070,6000,250,5,9,42
0.070,8000,30,2,1,1
0.070,8000,50,0,0,24
0.070,8000,100,0,0,14
0.070,8000,200,3,13,21
0.070,8050,30,3,0,38
0.070,8050,50,0,1,894
0.070,8050,100,7,3,997
0.080,300,30,2,2,1
0.080,300,50,2,1,1
0.080,300,100,0,8,2
0.080,300,200,11,17,1
0.080,300,250,8,15,1
0.080,1000,30,0,1,2
0.080,1000,50,2,0,4
0.080,1000,100,5,4,6
0.080,1000,200,11,4,3
0.080,1000,250,15,10,5
0.080,3000,30,0,3,9
0.080,3000,50,3,0,23
0.080,3000,100,2,4,24
0.080,3000,200,2,10,9
0.080,3000,250,12,14,14
0.080,6000,30,1,2,30
0.080,6000,50,2,1,54
0.080,6000,100,12,2,14
0.080,6000,200,12,6,21
0.080,6000,250,8,21,42
0.080,8000,30,0,0,13
0.080,8000,50,0,5,20
0.080,8000,100,1,11,38
0.080,8000,200,6,12,1
0.080,8050,30,1,1,20
0.080,8050,50,3,0,902
0.080,8050,100,3,4,1
0.080,8050,200,17,4,1
0.100,300,30,1,2,1
0.100,300,50,2,5,2
0.100,300,100,1,7,1
0.100,300,200,4,9,2
0.100,300,250,13,18,3
0.100,1000,30,2,0,5
0.100,1000,50,3,0,6
0.100,1000,100,8,6,3
0.100,1000,200,20,11,5
0.100,1000,250,23,4,10
0.100,3000,30,0,2,19
0.100,3000,50,0,1,25
0.100,3000,100,5,6,9
0.100,3000,200,12,11,14
0.100,3000,250,15,10,27
0.100,6000,30,1,1,51
0.100,6000,50,2,2,1
0.100,6000,100,4,2,7
0.100,6000,200,13,14,12
0.100,6000,250,10,18,24
0.100,8000,30,0,1,44
0.100,8000,50,2,3,1
0.100,8000,100,2,6,23
0.100,8000,200,9,15,13
0.100,8050,30,2,0,19
0.100,8050,50,4,2,40
0.100,8050,100,8,1,1
0.100,8050,200,10,6,24
0.007,300,30,0,1,1
0.007,300,50,0,0,948
0.007,300,100,0,1,1
0.007,300,200,0,0,1
0.007,300,250,0,1,2
0.007,1000,30,0,0,1
0.007,1000,50,1,0,1
0.007,1000,100,1,0,3
0.007,1000,200,3,2,5
0.007,1000,250,3,0,6
0.007,3000,30,0,0,3
0.007,3000,50,1,0,5
0.007,3000,100,0,0,10
0.007,3000,200,0,0,20
0.007,3000,250,0,1,23
0.007,6000,30,1,0,10
0.007,6000,50,0,1,12
0.007,6000,100,0,0,28
0.007,6000,200,1,1,58
0.007,6000,250,2,0,1
0.007,8000,30,0,0,9
0.007,8000,50,0,0,12
0.007,8000,100,0,0,22
0.007,8050,30,0,0,38
0.007,8050,50,0,2,1
0.007,8050,100,2,0,25
0.007,8050,200,0,1,14
0.010,300,30,0,0,21
0.010,300,50,0,0,42
0.010,300,100,0,0,887
0.010,300,200,1,2,1
0.010,300,250,1,2,1
0.010,1000,30,0,0,1
0.010,1000,50,0,0,2
0.010,1000,100,1,0,1
0.010,1000,200,6,2,1
0.010,1000,250,6,1,3
0.010,3000,30,0,0,5
0.010,3000,50,0,0,6
0.010,3000,100,2,2,3
0.010,3000,200,1,0,5
0.010,3000,250,2,0,11
0.010,6000,30,0,0,21
0.010,6000,50,0,0,28
0.010,6000,100,1,0,9
0.010,6000,200,1,1,15
0.010,6000,250,2,3,27
0.010,8000,30,0,1,57
0.010,8000,50,0,0,1
0.010,8000,100,0,1,4
0.010,8000,200,0,1,15
0.010,8050,30,0,0,21
0.010,8050,50,0,0,44
0.010,8050,100,1,1,1
0.010,8050,200,1,3,23
0.030,300,30,0,0,11
0.030,300,50,0,2,19
0.030,300,100,0,2,38
0.030,300,200,0,7,956
0.030,300,250,2,5,982
0.030,1000,30,0,0,1
0.030,1000,50,0,2,2
0.030,1000,100,4,0,2
0.030,1000,200,5,3,1
0.030,1000,250,10,5,2
0.030,3000,30,1,0,3
0.030,3000,50,0,0,5
0.030,3000,100,0,6,6
0.030,3000,200,2,1,4
0.030,3000,250,5,5,5
0.030,6000,30,1,0,10
0.030,6000,50,2,0,20
0.030,6000,100,0,0,26
0.030,6000,200,0,7,9
0.030,6000,250,2,2,15
0.030,8000,30,0,1,21
0.030,8000,50,0,2,54
0.030,8000,100,0,2,1
0.030,8000,200,0,4,4
0.030,8050,30,1,1,14
0.030,8050,50,0,1,23
0.030,8050,100,5,4,46
0.030,8050,200,5,5,1
0.070,300,30,2,5,24
0.070,300,50,0,5,14
0.070,300,100,2,10,20
0.070,300,200,4,10,42
0.070,300,250,7,18,1
0.070,1000,30,2,0,20
0.070,1000,50,3,1,925
0.070,1000,100,3,7,957
0.070,1000,200,10,3,1
0.070,1000,250,11,7,1
0.070,3000,30,5,1,2
0.070,3000,50,2,3,1
0.070,3000,100,6,5,1
0.070,3000,200,2,10,3
0.070,3000,250,12,11,6
0.070,6000,30,0,1,6
0.070,6000,50,1,2,3
0.070,6000,100,4,5,6
0.070,6000,200,0,6,9
0.070,6000,250,7,18,18
0.070,8000,30,2,1,23
0.070,8000,50,0,3,9
0.070,8000,100,4,4,14
0.070,8050,30,0,0,27
0.070,8050,50,2,1,43
0.070,8050,100,3,2,1
0.080,300,30,0,0,6
0.080,300,50,2,3,14
0.080,300,100,0,3,22
0.080,300,200,1,14,43
0.080,300,250,10,14,1
0.080,1000,30,1,2,18
0.080,1000,50,1,2,12
0.080,1000,100,6,10,18
0.080,1000,200,14,4,40
0.080,1000,250,13,9,1
0.080,3000,30,0,1,19
0.080,3000,50,1,1,923
0.080,3000,100,1,3,962
0.080,3000,200,8,9,1
0.080,3000,250,10,11,1
0.080,6000,30,0,0,2
0.080,6000,50,2,3,1
0.080,6000,100,5,7,1
0.080,6000,200,4,5,2
0.080,6000,250,13,13,5
0.080,8000,30,0,2,6
0.080,8000,50,0,4,3
0.080,8000,100,3,11,5
0.080,8000,200,8,6,10
0.080,8050,30,0,0,21
0.080,8050,50,2,4,25
0.080,8050,100,5,3,9
0.080,8050,200,12,3,12
0.100,300,30,0,2,30
0.100,300,50,0,3,54
0.100,300,100,1,8,1
0.100,300,200,5,10,6
0.100,300,250,6,20,15
0.100,1000,30,1,1,17
0.100,1000,50,2,1,39
0.100,1000,100,6,0,13
0.100,1000,200,10,14,21
0.100,1000,250,18,10,44
0.100,3000,30,1,2,1
0.100,3000,50,2,4,16
0.100,3000,100,11,6,903
0.100,3000,200,6,11,941
0.100,3000,250,14,15,1
0.100,6000,30,0,2,2
0.100,6000,50,1,1,2
0.100,6000,100,5,3,1
0.100,6000,200,9,14,1
0.100,6000,250,15,11,3
0.100,8000,30,0,3,5
0.100,8000,50,0,5,6
0.100,8000,100,4,6,3
0.100,8000,200,5,16,4
0.100,8050,30,0,1,10
0.100,8050,50,6,0,19
0.100,8050,100,16,0,22
0.100,8050,200,16,13,9
0.007,300,30,0,0,14
0.007,300,50,0,1,28
0.007,300,100,0,0,58
0.007,300,200,0,1,1
0.007,300,250,0,0,16
0.007,1000,30,0,0,25
0.007,1000,50,0,1,37
0.007,1000,100,0,3,1
0.007,1000,200,1,0,21
0.007,1000,250,1,0,14
0.007,3000,30,0,0,21
0.007,3000,50,0,1,38
0.007,3000,100,0,1,1
0.007,3000,200,0,3,15
0.007,3000,250,1,2,910
0.007,6000,30,0,0,945
0.007,6000,50,1,0,1
0.007,6000,100,2,0,1
0.007,6000,200,0,0,2
0.007,8000,30,0,0,1
0.007,8000,50,0,2,1
0.007,8000,100,0,0,3
0.007,8050,30,0,0,5
0.007,8050,50,0,0,6
0.007,8050,100,0,1,4
0.007,8050,200,3,0,5
0.010,300,30,0,1,10
0.010,300,50,0,0,19
0.010,300,100,1,0,22
0.010,300,200,0,2,9
0.010,300,250,1,2,15
0.010,1000,30,1,0,24
0.010,1000,50,0,0,51
0.010,1000,100,1,0,1
0.010,1000,200,4,1,3
0.010,1000,250,3,0,14
0.010,3000,30,0,0,23
0.010,3000,50,0,0,45
0.010,3000,100,1,1,1
0.010,3000,200,2,2,21
0.010,3000,250,2,2,14
0.010,6000,30,0,0,20
0.010,6000,50,0,0,39
0.010,6000,100,1,0,1
0.010,6000,200,2,1,14
0.010,6000,250,1,1,921
0.010,8000,30,0,0,987
0.010,8000,50,0,1,1
0.010,8000,100,0,0,1
0.010,8050,30,0,0,2
0.010,8050,50,0,0,1
0.010,8050,100,0,1,1
0.010,8050,200,4,0,3
0.030,300,30,0,0,5
0.030,300,50,0,1,6
0.030,300,100,3,0,4
0.030,300,200,5,2,5
0.030,300,250,0,3,11
0.030,1000,30,2,0,21
0.030,1000,50,0,0,28
0.030,1000,100,3,1,9
0.030,1000,200,6,1,14
0.030,1000,250,6,3,31
0.030,3000,30,0,0,54
0.030,3000,50,0,0,1
0.030,3000,100,1,3,11
0.030,3000,200,5,1,14
0.030,3000,250,4,5,23
0.030,6000,30,0,0,46
0.030,6000,50,0,1,12
0.030,6000,100,3,2,20
0.030,6000,200,1,2,41
0.030,8000,30,2,0,851
0.030,8000,50,2,1,973
0.030,8000,100,1,1,1
0.030,8050,30,0,0,1
0.030,8050,50,0,2,2
0.030,8050,100,1,1,1
0.030,8050,200,5,4,1
0.070,300,30,0,0,3
0.070,300,50,0,4,5
0.070,300,100,2,10,6
0.070,300,200,2,9,3
0.070,300,250,3,18,5
0.070,1000,30,3,1,10
0.070,1000,50,4,1,20
0.070,1000,100,7,0,24
0.070,1000,200,15,4,9
0.070,1000,250,6,6,15
0.070,3000,30,0,2,29
0.070,3000,50,4,4,52
0.070,3000,100,1,2,1
0.070,3000,200,4,7,11
0.070,3000,250,11,7,12
0.070,6000,30,0,0,19
0.070,6000,50,0,2,46
0.070,6000,100,1,1,1
0.070,6000,200,12,9,20
0.070,6000,250,5,6,14
0.070,8000,30,2,1,19
0.070,8000,50,0,7,45
0.070,8000,100,6,12,1
0.070,8050,30,0,0,16
0.070,8050,50,3,1,921
0.070,8050,100,5,2,1
0.070,8050,200,11,6,1
0.080,300,30,0,1,1
0.080,300,50,2,3,2
0.080,300,100,0,7,1
0.080,300,200,2,8,1
0.080,300,250,4,12,3
0.080,1000,30,3,0,5
0.080,1000,50,3,1,6
0.080,1000,100,10,1,4
0.080,1000,200,16,5,5
0.080,1000,250,19,4,11
0.080,3000,30,2,0,20
0.080,3000,50,5,2,25
0.080,3000,100,2,8,9
0.080,3000,200,4,6,13
0.080,3000,250,10,15,29
0.080,6000,30,0,2,55
0.080,6000,50,1,1,1
0.080,6000,100,3,2,7
0.080,6000,200,4,8,13
0.080,8000,30,0,3,26
0.080,8000,50,0,2,38
0.080,8000,100,0,6,1
0.080,8000,200,2,13,23
0.080,8050,30,2,0,11
0.080,8050,50,2,1,20
0.080,8050,100,5,5,39
0.100,300,30,0,3,1
0.100,300,50,2,3,21
0.100,300,100,8,4,882
0.100,300,200,6,16,956
0.100,300,250,8,19,1
0.100,1000,30,1,2,2
0.100,1000,50,5,3,2
0.100,1000,100,8,3,1
0.100,1000,200,20,12,1
0.100,1000,250,17,3,2
0.100,3000,30,3,0,5
0.100,3000,50,6,4,6
0.100,3000,100,6,4,4
0.100,3000,200,8,11,5
0.100,3000,250,16,9,9
0.100,6000,30,0,3,17
0.100,6000,50,5,4,21
0.100,6000,100,3,6,10
0.100,6000,200,15,6,15
0.100,6000,250,8,11,29
0.100,8000,30,0,2,49
0.100,8000,50,0,5,14
0.100,8000,100,5,7,23
0.100,8000,200,4,13,41
0.100,8050,30,2,0,12
0.100,8050,50,3,0,20
0.100,8050,100,5,5,38
0.100,8050,200,20,8,1
0.007,300,30,0,0,18
0.007,300,50,0,0,886
0.007,300,100,0,2,947
0.007,300,200,0,3,1
0.007,300,250,0,3,1
0.007,1000,30,0,0,2
0.007,1000,50,2,0,1
0.007,1000,100,1,0,1
0.007,1000,200,4,0,3
0.007,1000,250,4,0,5
0.007,3000,30,0,0,6
0.007,3000,50,0,0,3
0.007,3000,100,1,0,5
0.007,3000,200,3,0,10
0.007,3000,250,2,0,18
0.007,6000,30,0,0,22
0.007,6000,50,0,0,9
0.007,6000,100,1,0,15
0.007,6000,200,0,0,28
0.007,6000,250,1,1,53
0.007,8000,30,0,0,1
0.007,8000,50,1,0,4
0.007,8000,100,0,1,14
0.007,8000,200,1,2,20
0.007,8050,30,0,0,41
0.007,8050,50,0,1,12
0.007,8050,100,0,0,23
0.007,8050,200,1,0,40
0.010,300,30,0,0,1
0.010,300,50,0,0,10
0.010,300,100,0,0,914
0.010,300,200,0,1,990
0.010,300,250,0,4,1
0.010,1000,30,2,0,2
0.010,1000,50,0,0,2
0.010,1000,100,2,1,1
0.010,1000,200,5,1,1
0.010,1000,250,6,1,3
0.010,3000,30,0,1,5
0.010,3000,50,0,0,6
0.010,3000,100,3,0,4
0.010,3000,200,0,1,5
0.010,3000,250,1,4,10
0.010,6000,30,1,0,21
0.010,6000,50,0,0,27
0.010,6000,100,1,0,9
0.010,6000,200,3,0,14
0.010,6000,250,3,1,27
0.010,8000,30,0,1,54
0.010,8000,50,0,0,14
0.010,8000,100,0,0,22
0.010,8000,200,1,1,45
0.010,8050,30,0,0,14
0.010,8050,50,0,1,21
0.010,8050,100,1,1,44
0.030,300,30,0,2,1
0.030,300,50,0,2,14
0.030,300,100,0,4,970
0.030,300,200,1,10,1
0.030,300,250,0,9,1
0.030,1000,30,1,1,2
0.030,1000,50,3,0,2
0.030,1000,100,2,2,1
0.030,1000,200,9,6,2
0.030,1000,250,5,1,2
0.030,3000,30,0,0,6
0.030,3000,50,0,2,6
0.030,3000,100,1,1,3
0.030,3000,200,1,1,5
0.030,3000,250,0,3,9
0.030,6000,30,1,1,18
0.030,6000,50,1,2,28
0.030,6000,100,4,2,9
0.030,6000,200,3,4,14
0.030,6000,250,8,7,27
0.030,8000,30,0,1,57
0.030,8000,50,0,0,1
0.030,8000,100,0,2,6
0.030,8000,200,1,6,12
0.030,8050,30,0,2,22
0.030,8050,50,3,1,42
0.030,8050,100,1,2,12
0.030,8050,200,6,4,20
0.070,300,30,0,1,40
0.070,300,50,0,3,1
0.070,300,100,0,4,12
0.070,300,200,1,11,881
0.070,300,250,14,11,1
